user_id,signup_date,acquisition_source,device_type,campaign_id,signup_method,gender,age_group,job_category,state,current_plan,plan_start_date,is_activated,activation_date,churn_date,cancel_reason,total_sessions,total_lessons_completed,last_active_date
U-10087,2025-03-15,meta_ads,web,CMP-006,email,male,25-29,office_admin,churned,,,True,2025-03-17,2025-03-23,trial_expired,5,0,2025-03-19
U-10088,2025-03-15,organic,web,,kakao,female,20-24,design,active,monthly_pro,2025-03-23,True,2025-03-19,,,39,15,2025-05-22
U-10089,2025-03-15,youtube,web,CMP-011,kakao,male,30-34,other,free_active,,,True,2025-03-17,,,6,2,2025-03-20
U-10090,2025-03-15,youtube,web,CMP-011,email,male,35-39,design,active,monthly_basic,2025-03-23,True,2025-03-15,,,33,14,2025-05-24
U-10091,2025-03-15,youtube,web,CMP-011,google,female,25-29,marketing,churned,,,True,2025-03-15,2025-03-23,trial_expired,2,1,2025-03-21
U-10092,2025-03-15,instagram_influencer,ios,CMP-013,kakao,male,25-29,marketing,free_active,,,True,2025-03-15,,,7,2,2025-05-22
U-10093,2025-03-15,content_marketing,web,CMP-007,google,female,20-24,finance,free_active,,,True,2025-03-21,,,7,4,2025-04-24
U-10094,2025-03-15,organic,ios,,email,male,30-34,student,active,monthly_basic,2025-03-23,True,2025-03-17,,,30,9,2025-05-25
U-10095,2025-03-15,google_ads,web,CMP-003,google,female,25-29,marketing,active,monthly_basic,2025-03-23,True,2025-03-15,,,19,6,2025-05-20
U-10096,2025-03-15,organic,ios,,naver,female,25-29,marketing,active,annual_pro,2025-03-23,True,2025-03-15,,,44,16,2025-05-23
U-10097,2025-03-15,content_marketing,web,CMP-008,kakao,male,30-34,student,active,monthly_pro,2025-03-23,True,2025-03-16,,,29,11,2025-05-22
U-10098,2025-03-15,youtube,web,CMP-011,kakao,male,25-29,student,free_active,,,True,2025-03-16,,,14,9,2025-05-19
U-10099,2025-03-15,meta_ads,android,CMP-005,google,male,25-29,office_admin,churned,,,False,,2025-03-23,trial_expired,4,0,2025-03-18
U-10100,2025-03-15,instagram_influencer,web,CMP-013,email,male,35-39,marketing,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-18
U-10101,2025-03-15,referral,ios,CMP-009,naver,female,40+,other,active,monthly_basic,2025-03-23,True,2025-03-15,,,61,23,2025-05-22
U-10102,2025-03-15,google_ads,web,CMP-003,kakao,male,25-29,other,resurrected,monthly_basic,2025-04-29,False,,2025-03-23,trial_expired,10,3,2025-05-21
U-10103,2025-03-15,organic,android,,kakao,male,20-24,student,free_active,,,True,2025-03-15,,,6,2,2025-03-21
U-10104,2025-03-15,google_ads,web,CMP-001,google,male,30-34,developer,active,monthly_basic,2025-03-23,True,2025-03-15,,,12,2,2025-04-09
U-10105,2025-03-15,youtube,ios,CMP-011,naver,female,25-29,office_admin,resurrected,monthly_basic,2025-05-02,True,2025-03-19,2025-03-23,trial_expired,16,5,2025-05-24
U-10106,2025-03-15,content_marketing,android,CMP-007,kakao,male,25-29,design,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-17
U-10107,2025-03-15,content_marketing,android,CMP-007,email,male,25-29,office_admin,resurrected,monthly_basic,2025-05-25,False,,2025-03-23,trial_expired,4,0,2025-05-25
U-10108,2025-03-15,organic,android,,kakao,male,30-34,design,active,annual_basic,2025-03-23,True,2025-03-15,,,28,12,2025-05-24
U-10109,2025-03-15,organic,android,,kakao,female,25-29,design,resurrected,monthly_basic,2025-05-14,True,2025-03-15,2025-03-23,trial_expired,6,0,2025-05-23
U-10110,2025-03-15,youtube,android,CMP-010,kakao,male,25-29,student,free_active,,,True,2025-03-15,,,9,4,2025-03-27
U-10111,2025-03-15,youtube,ios,CMP-011,email,female,30-34,office_admin,churned,,,True,2025-03-15,2025-03-23,trial_expired,5,1,2025-03-22
U-10112,2025-03-15,youtube,ios,CMP-010,kakao,male,35-39,other,free_active,,,True,2025-03-16,,,11,4,2025-05-25
U-10113,2025-03-15,referral,web,CMP-009,kakao,male,20-24,other,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-18
U-10114,2025-03-15,google_ads,ios,CMP-001,kakao,male,25-29,hr,active,annual_pro,2025-03-23,True,2025-03-20,,,16,2,2025-05-25
U-10115,2025-03-15,meta_ads,android,CMP-004,kakao,female,25-29,developer,churned,,,True,2025-03-15,2025-05-15,not_using,3,1,2025-03-18
U-10116,2025-03-15,youtube,ios,CMP-011,email,female,30-34,developer,active,annual_basic,2025-03-23,True,2025-03-17,,,24,6,2025-05-21
U-10117,2025-03-15,youtube,ios,CMP-010,kakao,male,30-34,marketing,active,monthly_pro,2025-03-23,True,2025-03-15,,,24,9,2025-05-23
U-10118,2025-03-15,instagram_influencer,web,CMP-012,email,female,20-24,student,churned,,,True,2025-03-20,2025-03-23,trial_expired,2,1,2025-03-20
U-10119,2025-03-15,youtube,web,CMP-010,kakao,male,40+,hr,free_active,,,True,2025-03-15,,,5,1,2025-04-25
U-10120,2025-03-15,meta_ads,web,CMP-005,kakao,male,25-29,sales,churned,,,False,,2025-03-23,trial_expired,1,0,2025-03-15
U-10121,2025-03-15,meta_ads,web,CMP-004,google,female,20-24,office_admin,churned,,,False,,2025-03-23,trial_expired,6,0,2025-03-17
U-10122,2025-03-15,google_ads,ios,CMP-002,kakao,male,30-34,developer,churned,,,True,2025-03-17,2025-03-23,trial_expired,4,0,2025-03-17
U-10123,2025-03-15,meta_ads,web,CMP-006,google,female,25-29,student,churned,,,True,2025-03-17,2025-03-23,trial_expired,3,1,2025-03-21
U-10124,2025-03-15,organic,android,,naver,male,25-29,hr,churned,,,True,2025-03-17,2025-03-23,trial_expired,4,0,2025-03-17
U-10125,2025-03-15,google_ads,web,CMP-003,google,male,25-29,marketing,active,monthly_basic,2025-03-23,True,2025-03-15,,,15,1,2025-04-28
U-10126,2025-03-15,organic,ios,,naver,male,35-39,office_admin,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-21
U-10127,2025-03-15,content_marketing,web,CMP-008,google,male,40+,developer,free_active,,,False,,,,16,7,2025-05-15
U-10128,2025-03-15,organic,web,,kakao,female,20-24,design,free_active,,,True,2025-03-17,,,8,1,2025-04-29
U-10129,2025-03-15,google_ads,web,CMP-002,email,other,25-29,developer,churned,,,True,2025-03-18,2025-05-13,technical_issues,7,2,2025-04-10
U-10130,2025-03-15,youtube,ios,CMP-011,kakao,female,25-29,office_admin,resurrected,monthly_basic,2025-04-11,True,2025-03-15,2025-03-23,trial_expired,19,8,2025-05-21
U-10131,2025-03-15,google_ads,web,CMP-002,kakao,female,25-29,design,churned,,,True,2025-03-20,2025-03-23,trial_expired,4,0,2025-03-20
U-10132,2025-03-15,google_ads,web,CMP-002,naver,female,25-29,finance,free_active,,,True,2025-03-15,,,17,3,2025-05-23
U-10133,2025-03-15,google_ads,web,CMP-003,google,male,25-29,other,churned,,,True,2025-03-17,2025-03-23,trial_expired,3,1,2025-03-17
U-10134,2025-03-15,youtube,ios,CMP-010,kakao,female,20-24,design,active,monthly_basic,2025-03-23,True,2025-03-15,,,25,11,2025-05-21
U-10135,2025-03-15,organic,android,,naver,female,30-34,student,free_active,,,True,2025-03-19,,,10,2,2025-05-05
U-10136,2025-03-15,youtube,web,CMP-011,kakao,male,30-34,office_admin,churned,,,True,2025-03-15,2025-05-12,too_expensive,15,6,2025-03-26
U-10137,2025-03-15,content_marketing,android,CMP-008,kakao,male,30-34,office_admin,churned,,,False,,2025-03-23,trial_expired,3,0,2025-03-22
U-10138,2025-03-15,google_ads,web,CMP-002,google,female,25-29,student,resurrected,monthly_basic,2025-04-27,False,,2025-03-23,trial_expired,7,0,2025-05-23
U-10139,2025-03-15,youtube,ios,CMP-011,google,female,20-24,sales,free_active,,,True,2025-03-17,,,14,4,2025-05-22
U-10140,2025-03-15,youtube,web,CMP-011,kakao,female,30-34,office_admin,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-19
U-10141,2025-03-15,google_ads,ios,CMP-002,kakao,female,25-29,sales,churned,,,True,2025-03-21,2025-03-23,trial_expired,3,0,2025-03-22
U-10142,2025-03-15,content_marketing,web,CMP-008,kakao,female,25-29,hr,active,monthly_basic,2025-03-23,True,2025-03-15,,,20,6,2025-05-17
U-10143,2025-03-15,youtube,ios,CMP-011,email,male,20-24,marketing,churned,,,True,2025-03-15,2025-04-22,too_expensive,4,0,2025-03-22
U-10144,2025-03-15,organic,web,,email,male,30-34,sales,active,monthly_pro,2025-03-23,True,2025-03-15,,,27,14,2025-05-16
U-10145,2025-03-15,content_marketing,ios,CMP-008,kakao,female,25-29,marketing,free_active,,,True,2025-03-17,,,10,1,2025-05-22
U-10146,2025-03-15,instagram_influencer,web,CMP-012,google,male,30-34,marketing,churned,,,True,2025-03-15,2025-03-23,trial_expired,2,1,2025-03-21
U-10147,2025-03-15,referral,web,CMP-009,email,female,30-34,sales,free_active,,,True,2025-03-18,,,6,1,2025-04-07
U-10148,2025-03-15,content_marketing,ios,CMP-007,google,male,30-34,other,churned,,,True,2025-03-15,2025-03-23,trial_expired,4,1,2025-03-17
U-10149,2025-03-15,meta_ads,ios,CMP-005,naver,female,40+,other,churned,,,True,2025-03-15,2025-03-23,trial_expired,2,0,2025-03-19
U-10150,2025-03-15,youtube,ios,CMP-011,email,male,35-39,finance,free_active,,,True,2025-03-17,,,6,4,2025-04-19
U-10151,2025-03-15,youtube,android,CMP-011,email,male,35-39,student,churned,,,True,2025-03-16,2025-05-12,too_expensive,4,0,2025-03-31
U-10152,2025-03-15,instagram_influencer,ios,CMP-013,kakao,female,35-39,office_admin,free_active,,,True,2025-03-15,,,10,3,2025-04-01
U-10153,2025-03-15,organic,android,,email,male,25-29,marketing,churned,,,False,,2025-03-23,trial_expired,1,0,2025-03-15
U-10154,2025-03-15,content_marketing,web,CMP-007,google,female,25-29,hr,churned,,,True,2025-03-15,2025-03-23,trial_expired,5,1,2025-03-19
U-10155,2025-03-15,instagram_influencer,web,CMP-013,kakao,female,20-24,marketing,active,monthly_basic,2025-03-23,True,2025-03-15,,,27,3,2025-05-22
U-10156,2025-03-15,content_marketing,ios,CMP-008,naver,male,30-34,student,free_active,,,True,2025-03-15,,,6,2,2025-05-04
U-10157,2025-03-15,instagram_influencer,web,CMP-013,google,female,40+,student,churned,,,True,2025-03-15,2025-03-23,payment_failed,5,2,2025-03-17
U-10158,2025-03-15,meta_ads,web,CMP-006,kakao,female,30-34,sales,churned,,,True,2025-03-15,2025-03-23,trial_expired,4,0,2025-03-21
U-10159,2025-03-15,organic,android,,kakao,male,30-34,marketing,churned,,,False,,2025-03-23,trial_expired,2,0,2025-03-22
U-10160,2025-03-16,google_ads,android,CMP-003,kakao,other,40+,marketing,churned,,,False,,2025-03-24,trial_expired,6,0,2025-03-21
U-10161,2025-03-16,youtube,android,CMP-010,kakao,female,35-39,marketing,active,annual_pro,2025-03-24,True,2025-03-17,,,31,8,2025-05-25
U-10162,2025-03-16,meta_ads,web,CMP-006,google,male,25-29,sales,churned,,,True,2025-03-21,2025-03-24,trial_expired,4,1,2025-03-21
U-10163,2025-03-16,meta_ads,web,CMP-005,email,other,35-39,student,active,monthly_pro,2025-03-24,True,2025-03-16,,,8,0,2025-04-23
U-10164,2025-03-16,content_marketing,ios,CMP-007,google,female,30-34,marketing,active,annual_basic,2025-03-24,True,2025-03-16,,,21,4,2025-05-24
U-10165,2025-03-16,content_marketing,web,CMP-007,email,male,30-34,student,active,annual_pro,2025-03-24,True,2025-03-16,,,13,5,2025-05-14
U-10166,2025-03-16,referral,web,CMP-009,kakao,male,30-34,office_admin,churned,,,True,2025-03-17,2025-03-24,trial_expired,5,3,2025-03-21
U-10167,2025-03-16,instagram_influencer,ios,CMP-012,google,female,30-34,marketing,churned,,,True,2025-03-18,2025-03-24,trial_expired,6,0,2025-03-21
U-10168,2025-03-16,google_ads,android,CMP-002,kakao,male,25-29,marketing,churned,,,True,2025-03-16,2025-03-24,trial_expired,1,0,2025-03-16
U-10169,2025-03-16,organic,web,,kakao,other,30-34,student,churned,,,False,,2025-03-24,trial_expired,1,0,2025-03-16
U-10170,2025-03-16,youtube,ios,CMP-011,kakao,female,40+,marketing,free_active,,,True,2025-03-18,,,13,4,2025-05-25
U-10171,2025-03-16,instagram_influencer,web,CMP-012,naver,female,20-24,finance,churned,,,True,2025-03-16,2025-03-24,trial_expired,1,0,2025-03-16
U-10172,2025-03-16,google_ads,android,CMP-002,kakao,male,25-29,student,churned,,,True,2025-03-16,2025-03-24,trial_expired,5,1,2025-03-21
U-10173,2025-03-16,youtube,web,CMP-011,kakao,male,25-29,sales,churned,,,False,,2025-03-24,trial_expired,3,0,2025-03-20
U-10174,2025-03-16,instagram_influencer,web,CMP-012,kakao,female,35-39,marketing,active,annual_pro,2025-03-24,True,2025-03-18,,,12,2,2025-05-05
U-10175,2025-03-16,instagram_influencer,web,CMP-013,google,male,25-29,student,active,monthly_pro,2025-03-24,True,2025-03-18,,,9,2,2025-05-05
U-10176,2025-03-16,google_ads,android,CMP-002,email,male,30-34,office_admin,active,monthly_basic,2025-03-24,False,,,,14,2,2025-05-14
U-10177,2025-03-16,instagram_influencer,web,CMP-013,email,male,25-29,marketing,active,annual_basic,2025-03-24,True,2025-03-16,,,24,7,2025-05-22
U-10178,2025-03-16,content_marketing,web,CMP-007,kakao,female,30-34,marketing,free_active,,,True,2025-03-20,,,5,1,2025-04-23
U-10179,2025-03-16,meta_ads,ios,CMP-005,naver,male,20-24,design,resurrected,monthly_basic,2025-04-23,False,,2025-03-24,trial_expired,10,1,2025-05-23
U-10180,2025-03-16,referral,ios,CMP-009,google,male,30-34,finance,churned,,,False,,2025-03-24,trial_expired,3,0,2025-03-18
U-10181,2025-03-16,meta_ads,web,CMP-006,google,female,25-29,developer,churned,,,False,,2025-03-24,trial_expired,2,0,2025-03-18
U-10182,2025-03-16,instagram_influencer,android,CMP-013,kakao,female,25-29,sales,churned,,,True,2025-03-20,2025-03-24,trial_expired,3,0,2025-03-22
U-10183,2025-03-16,content_marketing,web,CMP-007,email,female,30-34,sales,churned,,,True,2025-03-17,2025-03-24,trial_expired,3,1,2025-03-19
U-10184,2025-03-16,organic,ios,,google,female,25-29,marketing,active,monthly_basic,2025-03-24,True,2025-03-17,,,24,9,2025-05-25
U-10185,2025-03-16,instagram_influencer,android,CMP-012,email,male,35-39,student,churned,,,False,,2025-03-24,trial_expired,3,0,2025-03-18
U-10186,2025-03-16,instagram_influencer,ios,CMP-012,kakao,male,20-24,office_admin,churned,,,False,,2025-03-24,trial_expired,1,0,2025-03-16
U-10187,2025-03-16,referral,web,CMP-009,email,female,20-24,other,churned,,,True,2025-03-20,2025-03-24,trial_expired,2,1,2025-03-20
U-10188,2025-03-16,content_marketing,web,CMP-008,email,female,30-34,sales,free_active,,,True,2025-03-18,,,5,1,2025-05-25
U-10189,2025-03-16,google_ads,android,CMP-001,kakao,male,25-29,finance,resurrected,monthly_basic,2025-04-28,False,,2025-03-24,trial_expired,10,0,2025-05-19
U-10190,2025-03-16,google_ads,android,CMP-001,naver,female,20-24,developer,churned,monthly_pro,2025-03-24,True,2025-03-22,2025-04-23,found_alternative,14,1,2025-04-19
U-10191,2025-03-16,google_ads,android,CMP-003,google,male,30-34,office_admin,churned,,,False,,2025-03-24,trial_expired,3,0,2025-03-21
U-10192,2025-03-16,google_ads,web,CMP-001,naver,male,25-29,marketing,active,monthly_pro,2025-03-24,True,2025-03-19,,,19,4,2025-05-12
U-10193,2025-03-16,meta_ads,web,CMP-004,google,female,35-39,office_admin,churned,,,False,,2025-03-24,trial_expired,2,0,2025-03-17
U-10194,2025-03-16,meta_ads,android,CMP-006,google,male,25-29,office_admin,churned,,,True,2025-03-16,2025-03-24,trial_expired,4,0,2025-03-20
U-10195,2025-03-16,referral,ios,CMP-009,kakao,male,40+,marketing,free_active,,,True,2025-03-16,,,11,4,2025-05-16
U-10196,2025-03-16,google_ads,ios,CMP-001,google,male,35-39,sales,churned,,,False,,2025-03-24,trial_expired,4,0,2025-03-20
U-10197,2025-03-16,youtube,web,CMP-010,kakao,female,25-29,student,churned,,,True,2025-03-16,2025-03-24,trial_expired,2,1,2025-03-17
U-10198,2025-03-16,instagram_influencer,ios,CMP-012,kakao,male,25-29,student,churned,,,True,2025-03-21,2025-03-24,trial_expired,3,1,2025-03-21
U-10199,2025-03-16,youtube,ios,CMP-011,email,female,40+,student,churned,,,True,2025-03-16,2025-03-24,trial_expired,4,0,2025-03-18
U-10200,2025-03-16,google_ads,ios,CMP-002,kakao,female,25-29,student,resurrected,monthly_basic,2025-04-19,True,2025-03-16,2025-03-24,trial_expired,12,2,2025-05-09
U-10201,2025-03-16,content_marketing,web,CMP-008,kakao,female,25-29,marketing,free_active,,,True,2025-03-16,,,15,9,2025-05-20
U-10202,2025-03-16,instagram_influencer,web,CMP-013,naver,female,20-24,student,churned,,,True,2025-03-16,2025-05-01,found_alternative,5,3,2025-03-28
U-10203,2025-03-16,content_marketing,web,CMP-007,kakao,female,25-29,office_admin,churned,,,True,2025-03-22,2025-03-24,trial_expired,2,1,2025-03-22
U-10204,2025-03-16,google_ads,ios,CMP-003,kakao,female,25-29,marketing,free_active,,,True,2025-03-18,,,16,2,2025-05-25
U-10205,2025-03-16,google_ads,android,CMP-002,google,female,25-29,student,resurrected,monthly_basic,2025-05-25,False,,2025-03-24,trial_expired,2,0,2025-05-25
U-10206,2025-03-16,organic,web,,email,female,30-34,finance,churned,,,True,2025-03-18,2025-03-24,trial_expired,4,1,2025-03-21
U-10207,2025-03-16,referral,ios,CMP-009,google,female,25-29,sales,churned,,,True,2025-03-17,2025-05-20,not_using,3,0,2025-03-17
U-10208,2025-03-16,youtube,web,CMP-010,google,female,35-39,developer,active,monthly_pro,2025-03-24,True,2025-03-16,,,37,14,2025-05-20
U-10209,2025-03-16,google_ads,web,CMP-001,email,male,30-34,student,resurrected,monthly_basic,2025-05-04,True,2025-03-19,2025-03-24,trial_expired,8,1,2025-05-22
U-10210,2025-03-16,youtube,android,CMP-011,google,female,30-34,sales,churned,,,True,2025-03-16,2025-03-24,trial_expired,3,0,2025-03-20
U-10211,2025-03-16,content_marketing,ios,CMP-007,kakao,male,30-34,finance,churned,,,True,2025-03-18,2025-03-24,trial_expired,2,1,2025-03-18
U-10212,2025-03-16,content_marketing,ios,CMP-008,email,female,35-39,office_admin,churned,,,True,2025-03-16,2025-05-13,too_expensive,6,0,2025-03-24
U-10213,2025-03-16,organic,android,,kakao,male,20-24,office_admin,free_active,,,True,2025-03-16,,,8,3,2025-05-24
U-10214,2025-03-16,content_marketing,web,CMP-007,naver,male,25-29,finance,free_active,,,True,2025-03-20,,,4,3,2025-03-23
U-10215,2025-03-16,referral,web,CMP-009,google,male,20-24,sales,active,monthly_basic,2025-03-24,True,2025-03-17,,,48,27,2025-05-25
U-10216,2025-03-16,google_ads,ios,CMP-001,google,female,20-24,developer,active,annual_pro,2025-03-24,True,2025-03-20,,,16,1,2025-05-21
U-10217,2025-03-16,youtube,ios,CMP-011,kakao,female,25-29,office_admin,churned,,,False,,2025-03-24,trial_expired,1,0,2025-03-16
U-10218,2025-03-16,content_marketing,android,CMP-007,kakao,female,40+,finance,churned,,,False,,2025-03-24,trial_expired,1,0,2025-03-16
U-10219,2025-03-16,google_ads,web,CMP-002,email,male,25-29,office_admin,churned,,,True,2025-03-18,2025-03-24,trial_expired,3,0,2025-03-23
U-10220,2025-03-16,youtube,web,CMP-010,kakao,male,30-34,marketing,churned,,,True,2025-03-16,2025-04-30,other,7,4,2025-03-22
U-10221,2025-03-16,google_ads,web,CMP-001,kakao,female,30-34,office_admin,churned,,,True,2025-03-17,2025-03-24,trial_expired,4,1,2025-03-19
U-10222,2025-03-16,youtube,android,CMP-011,email,female,30-34,sales,churned,,,True,2025-03-16,2025-03-24,trial_expired,3,1,2025-03-20
U-10223,2025-03-16,organic,ios,,kakao,male,35-39,developer,free_active,,,True,2025-03-16,,,5,1,2025-04-27
U-10224,2025-03-16,referral,ios,CMP-009,email,female,30-34,design,active,monthly_pro,2025-03-24,True,2025-03-16,,,43,17,2025-05-23
U-10225,2025-03-16,organic,android,,kakao,male,25-29,student,churned,,,False,,2025-03-24,trial_expired,5,0,2025-03-20
U-10226,2025-03-16,organic,web,,google,male,20-24,student,active,annual_pro,2025-03-24,True,2025-03-17,,,31,16,2025-05-25
U-10227,2025-03-16,youtube,android,CMP-010,google,male,25-29,sales,active,monthly_pro,2025-03-24,False,,,,28,6,2025-05-20
U-10228,2025-03-16,organic,ios,,google,male,35-39,finance,active,monthly_pro,2025-03-24,True,2025-03-16,,,30,12,2025-05-22
U-10229,2025-03-16,content_marketing,ios,CMP-008,email,female,20-24,sales,churned,,,True,2025-03-16,2025-04-26,too_expensive,6,2,2025-03-22
U-10230,2025-03-16,youtube,ios,CMP-010,naver,female,25-29,student,active,annual_basic,2025-03-24,True,2025-03-16,,,46,14,2025-05-24
U-10231,2025-03-16,content_marketing,ios,CMP-008,google,male,30-34,office_admin,churned,,,True,2025-03-16,2025-03-24,trial_expired,5,2,2025-03-21
U-10232,2025-03-16,organic,web,,kakao,female,30-34,sales,resurrected,monthly_basic,2025-04-14,True,2025-03-17,2025-03-24,trial_expired,24,8,2025-05-25
U-10233,2025-03-16,referral,ios,CMP-009,email,female,20-24,sales,churned,,,True,2025-03-16,2025-03-24,trial_expired,6,2,2025-03-21
U-10234,2025-03-16,google_ads,ios,CMP-003,kakao,female,25-29,marketing,churned,,,True,2025-03-16,2025-05-12,found_alternative,5,1,2025-03-19
U-10235,2025-03-16,organic,ios,,email,female,20-24,office_admin,churned,,,True,2025-03-22,2025-03-24,trial_expired,5,0,2025-03-22
U-10236,2025-03-16,youtube,ios,CMP-011,email,female,30-34,sales,active,monthly_pro,2025-03-24,True,2025-03-17,,,25,10,2025-05-13
U-10237,2025-03-16,youtube,web,CMP-010,google,male,30-34,sales,churned,,,True,2025-03-17,2025-03-24,trial_expired,4,0,2025-03-19
U-10238,2025-03-16,organic,android,,google,male,25-29,design,active,monthly_basic,2025-03-24,True,2025-03-19,,,18,5,2025-05-22
U-10239,2025-03-16,organic,android,,email,female,25-29,marketing,free_active,,,True,2025-03-19,,,8,4,2025-05-08
U-10240,2025-03-16,youtube,ios,CMP-010,naver,female,30-34,student,free_active,,,True,2025-03-16,,,10,3,2025-04-25
U-10241,2025-03-16,google_ads,android,CMP-002,email,other,35-39,finance,churned,,,True,2025-03-16,2025-03-24,trial_expired,5,0,2025-03-23
U-10242,2025-03-16,meta_ads,web,CMP-006,kakao,female,20-24,finance,churned,,,False,,2025-03-24,trial_expired,3,0,2025-03-23
U-10243,2025-03-16,google_ads,ios,CMP-002,email,female,30-34,student,churned,,,True,2025-03-19,2025-03-24,trial_expired,4,0,2025-03-19
U-10244,2025-03-16,content_marketing,ios,CMP-007,google,male,30-34,marketing,free_active,,,True,2025-03-19,,,2,0,2025-03-19
U-10245,2025-03-16,google_ads,web,CMP-002,google,female,35-39,sales,churned,,,True,2025-03-18,2025-03-24,trial_expired,3,1,2025-03-23
U-10246,2025-03-16,google_ads,android,CMP-002,kakao,female,35-39,marketing,churned,,,True,2025-03-19,2025-03-24,trial_expired,4,1,2025-03-22
U-10247,2025-03-16,meta_ads,ios,CMP-004,naver,female,30-34,marketing,churned,,,True,2025-03-16,2025-03-24,trial_expired,5,0,2025-03-23
U-10248,2025-03-16,content_marketing,ios,CMP-007,google,male,30-34,office_admin,free_active,,,True,2025-03-16,,,5,2,2025-04-27
U-10249,2025-03-16,organic,ios,,google,female,35-39,sales,active,monthly_pro,2025-03-24,True,2025-03-19,,,37,14,2025-05-22
U-10250,2025-03-16,organic,android,,email,female,35-39,other,churned,,,False,,2025-03-24,trial_expired,4,0,2025-03-23
U-10251,2025-03-17,google_ads,ios,CMP-001,google,male,30-34,student,churned,,,True,2025-03-18,2025-03-25,trial_expired,4,1,2025-03-21
U-10252,2025-03-17,meta_ads,android,CMP-004,kakao,female,30-34,marketing,churned,,,True,2025-03-17,2025-03-25,trial_expired,4,0,2025-03-22
U-10253,2025-03-17,meta_ads,web,CMP-005,google,male,25-29,office_admin,active,monthly_basic,2025-03-25,True,2025-03-17,,,8,2,2025-05-12
U-10254,2025-03-17,organic,ios,,email,male,35-39,sales,churned,,,False,,2025-03-25,trial_expired,2,0,2025-03-17
U-10255,2025-03-17,google_ads,ios,CMP-002,google,male,35-39,sales,churned,,,False,,2025-03-25,trial_expired,5,0,2025-03-22
U-10256,2025-03-17,organic,web,,kakao,female,20-24,hr,churned,,,True,2025-03-17,2025-05-13,not_using,9,5,2025-04-11
U-10257,2025-03-17,organic,android,,google,female,30-34,finance,free_active,,,True,2025-03-17,,,11,5,2025-05-14
U-10258,2025-03-17,google_ads,web,CMP-001,email,female,20-24,other,churned,,,False,,2025-03-25,trial_expired,3,0,2025-03-19
U-10259,2025-03-17,organic,android,,email,female,35-39,student,churned,,,True,2025-03-18,2025-03-25,trial_expired,5,0,2025-03-24
U-10260,2025-03-17,content_marketing,web,CMP-008,google,female,35-39,finance,active,monthly_basic,2025-03-25,True,2025-03-22,,,27,12,2025-05-21
U-10261,2025-03-17,organic,web,,email,female,30-34,student,active,annual_pro,2025-03-25,True,2025-03-17,,,5,4,2025-03-23
U-10262,2025-03-17,google_ads,android,CMP-002,google,female,30-34,design,churned,,,False,,2025-03-25,trial_expired,2,0,2025-03-22
U-10263,2025-03-17,referral,web,CMP-009,naver,female,25-29,design,free_active,,,True,2025-03-17,,,22,11,2025-05-25
U-10264,2025-03-17,meta_ads,web,CMP-005,google,female,25-29,marketing,churned,,,False,,2025-03-25,trial_expired,4,0,2025-03-24
U-10265,2025-03-17,referral,android,CMP-009,google,female,40+,sales,active,monthly_basic,2025-03-25,True,2025-03-17,,,27,10,2025-05-22
U-10266,2025-03-17,content_marketing,ios,CMP-008,naver,male,25-29,student,churned,,,True,2025-03-23,2025-05-14,content_quality,4,1,2025-04-05
U-10267,2025-03-17,meta_ads,web,CMP-004,google,female,25-29,office_admin,churned,,,True,2025-03-20,2025-03-25,trial_expired,3,0,2025-03-20
U-10268,2025-03-17,youtube,ios,CMP-011,google,male,25-29,sales,churned,,,True,2025-03-17,2025-03-25,trial_expired,6,1,2025-03-23
U-10269,2025-03-17,content_marketing,web,CMP-008,naver,male,25-29,design,free_active,,,True,2025-03-18,,,6,3,2025-04-17
U-10270,2025-03-17,instagram_influencer,android,CMP-013,email,female,35-39,design,churned,,,True,2025-03-17,2025-03-25,trial_expired,9,1,2025-03-23
U-10271,2025-03-17,referral,web,CMP-009,google,other,25-29,finance,free_active,,,True,2025-03-17,,,10,7,2025-05-21
U-10272,2025-03-17,organic,web,,naver,female,35-39,finance,free_active,,,True,2025-03-20,,,8,3,2025-03-22
U-10273,2025-03-17,instagram_influencer,android,CMP-012,naver,male,30-34,design,churned,,,False,,2025-03-25,trial_expired,2,0,2025-03-21
U-10274,2025-03-17,google_ads,web,CMP-001,email,female,25-29,student,churned,,,True,2025-03-17,2025-03-25,trial_expired,4,0,2025-03-23
U-10275,2025-03-17,meta_ads,ios,CMP-006,email,female,25-29,finance,churned,,,True,2025-03-17,2025-05-15,found_alternative,5,0,2025-03-28
U-10276,2025-03-17,google_ads,ios,CMP-003,email,male,25-29,finance,active,monthly_pro,2025-03-25,True,2025-03-19,,,21,3,2025-05-20
U-10277,2025-03-17,meta_ads,ios,CMP-005,google,female,40+,sales,churned,,,False,,2025-03-25,trial_expired,2,0,2025-03-21
U-10278,2025-03-17,organic,android,,email,female,30-34,office_admin,free_active,,,True,2025-03-19,,,9,1,2025-04-26
U-10279,2025-03-17,google_ads,web,CMP-003,naver,male,30-34,developer,churned,,,True,2025-03-17,2025-03-25,trial_expired,4,2,2025-03-23
